source_file,date,time,ticker,side,strike,option_type,expiry,dte,price,bid_ask_range,spot,size,premium,volume,oi,vol_oi,chain_bid_ask,share_eqv,iv_pct,delta,theta,gamma,vega,rho,theo,sector,industry,earnings,rule,contract
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:50:55,MSTR,BID,157.5,call,2026-01-02,15d,$161.88,$12.10 - $13.30,$12.10,28,$34K,37,7,5.29,89%,"1,683",73.17,0.601,-0.2995,0.0156,0.1309,0.0373,12.10,Technology,Software,48,Repeated Hits Ascending Fill,157.5 call 2026-01-02
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:46:09,MSTR,BID,215,put,2025-12-19,1d,$161.63,$52.70 - $53.75,$53.20,"3,270",$17.4M,"3,280","1,159",2.83,100%,"-314,140",209.93,-0.9607,-0.533,0.0034,0.0102,-0.0115,53.75,Technology,Software,48,,215 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:46:09,MSTR,BID,217.5,put,2025-12-19,1d,$161.63,$54.95 - $56.55,$55.74,100,$557K,100,36,2.78,100%,"-9,417",241.83,-0.9417,-0.8419,0.004,0.0139,-0.0114,56.55,Technology,Software,48,,217.5 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:46:09,MSTR,BID,225,put,2025-12-19,1d,$161.63,$62.65 - $63.75,$63.17,"1,690",$10.7M,"1,700",606,2.81,100%,"-162,974",236.34,-0.9643,-0.5539,0.0028,0.0094,-0.012,63.75,Technology,Software,48,,225 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:46:09,MSTR,BID,220,put,2025-12-19,1d,$161.56,$57.65 - $58.75,$58.17,"2,900",$16.9M,"2,915","1,117",2.61,100%,"-280,586",216.56,-0.9675,-0.4695,0.0028,0.0087,-0.0118,58.75,Technology,Software,48,,220 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:45:55,MSTR,BID,370,put,2025-12-19,1d,$161.65,$207.40 - $208.75,$208.06,100,$2.08M,131,13,10.08,100%,"-9,795",501.76,-0.9795,-0.7406,0.0008,0.0059,-0.0201,208.75,Technology,Software,48,,370 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:44:36,MSTR,ASK,157.5,call,2025-12-26,8d,$161.89,$9.30 - $9.75,$9.75,217,$212K,240,20,12.00,97%,"13,378",73.46,0.6165,-0.3964,0.0204,0.0971,0.0222,9.75,Technology,Software,48,,157.5 call 2025-12-26
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:06:11,MSTR,BID,355,put,2025-12-19,1d,$162.59,$190.95 - $193.05,$191.88,8,$154K,11,2,5.50,100%,-776,511.39,-0.9695,-1.0602,0.0011,0.0083,-0.0192,193.05,Technology,Software,48,,355 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:06:11,MSTR,BID,355,put,2025-12-19,1d,$162.59,$190.95 - $193.05,$191.87,3,$58K,3,2,1.50,100%,-291,511.39,-0.9695,-1.0602,0.0011,0.0083,-0.0192,193.05,Technology,Software,48,,355 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:03:58,MSTR,BID,370,put,2025-12-19,1d,$163.17,$205.40 - $208.05,$205.40,31,$637K,31,13,2.38,100%,"-2,951",588.25,-0.9518,-1.7782,0.0014,0.0121,-0.0199,208.05,Technology,Software,48,,370 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:03:58,MSTR,BID,260,put,2025-12-19,1d,$163.17,$95.40 - $98.05,$95.40,30,$286K,30,8,3.75,100%,"-2,799",383.39,-0.9332,-1.4993,0.0028,0.0157,-0.0137,98.05,Technology,Software,48,,260 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:03:58,MSTR,ASK,345,put,2025-12-19,1d,$163.17,$180.40 - $183.05,$183.05,21,$384K,21,4,5.25,100%,"-1,993",549.45,-0.9492,-1.7305,0.0016,0.0126,-0.0185,183.05,Technology,Software,48,,345 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:03:58,MSTR,ASK,305,put,2025-12-19,1d,$163.17,$140.40 - $143.05,$143.05,51,$730K,51,10,5.10,100%,"-4,813",479.10,-0.9437,-1.6388,0.002,0.0137,-0.0163,143.05,Technology,Software,48,,305 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,04:03:58,MSTR,ASK,360,put,2025-12-19,1d,$163.17,$195.40 - $198.05,$198.05,11,$218K,11,2,5.50,100%,"-1,046",573.14,-0.9508,-1.7599,0.0015,0.0123,-0.0194,198.05,Technology,Software,48,,360 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:45:36,MSTR,BID,106,put,2026-06-18,182d,$162.66,$10.65 - $11.25,$10.88,700,$762K,700,124,5.65,100%,"-10,898",85.50,-0.1557,-0.064,0.0024,0.2752,-0.1815,10.88,Technology,Software,48,,106 put 2026-06-18
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:39:45,MSTR,ASK,235,put,2026-01-30,43d,$162.91,$72.30 - $74.25,$73.60,18,$132K,28,2,14.00,100%,"-1,636",72.24,-0.9089,-0.0748,0.004,0.0926,-0.2672,73.60,Technology,Software,48,,235 put 2026-01-30
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:39:45,MSTR,ASK,235,put,2026-01-30,43d,$162.91,$72.30 - $74.85,$73.60,10,$74K,10,2,5.00,100%,-909,72.24,-0.9089,-0.0748,0.004,0.0926,-0.2672,73.60,Technology,Software,48,,235 put 2026-01-30
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,ASK,230,put,2025-12-19,1d,$162.98,$66.50 - $67.55,$67.10,"2,425",$16.3M,"2,430",677,3.59,100%,"-239,933",195.73,-0.9894,-0.1646,0.0012,0.0034,-0.0125,67.10,Technology,Software,48,,230 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,BID,235,put,2025-12-19,1d,$162.98,$71.50 - $72.65,$72.05,"2,250",$16.2M,"2,263",448,5.05,100%,"-223,949",185.31,-0.9953,-0.0753,0.0006,0.0016,-0.0128,72.05,Technology,Software,48,,235 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,BID,250,put,2025-12-19,1d,$162.98,$86.40 - $87.65,$87.00,"2,000",$17.4M,"2,001",398,5.03,100%,"-191,224",316.76,-0.9561,-0.8866,0.0024,0.0112,-0.0133,87.65,Technology,Software,48,,250 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,ASK,265,put,2025-12-19,1d,$162.98,$101.50 - $102.65,$102.15,"1,550",$15.8M,"1,553",296,5.25,100%,"-153,128",278.53,-0.9879,-0.263,0.0009,0.0038,-0.0144,102.15,Technology,Software,48,,265 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,ASK,245,put,2025-12-19,1d,$162.98,$80.75 - $83.10,$82.45,600,$4.95M,601,118,5.09,100%,"-57,950",285.55,-0.9658,-0.6517,0.0022,0.0091,-0.0131,82.45,Technology,Software,48,,245 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,BID,275,put,2025-12-19,1d,$162.98,$110.85 - $112.95,$111.60,200,$2.23M,200,41,4.88,100%,"-18,971",397.47,-0.9485,-1.264,0.0022,0.0127,-0.0147,112.95,Technology,Software,48,,275 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,BID,270,put,2025-12-19,1d,$162.98,$106.40 - $107.95,$107.10,125,$1.34M,127,25,5.08,100%,"-12,400",271.74,-0.992,-0.1788,0.0007,0.0026,-0.0147,107.10,Technology,Software,48,,270 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,ASK,255,put,2025-12-19,1d,$162.98,$90.75 - $92.95,$92.25,125,$1.15M,125,25,5.00,100%,"-12,250",280.21,-0.98,-0.4079,0.0014,0.0058,-0.0138,92.25,Technology,Software,48,,255 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:57,MSTR,BID,285,put,2025-12-19,1d,$162.98,$120.75 - $122.95,$121.50,175,$2.13M,175,50,3.50,100%,"-16,635",418.25,-0.9506,-1.2885,0.002,0.0123,-0.0152,122.95,Technology,Software,48,,285 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:55,MSTR,ASK,290,put,2025-12-19,1d,$162.98,$126.35 - $127.65,$127.15,"1,750",$22.3M,"1,750",357,4.90,100%,"-173,127",321.71,-0.9893,-0.2735,0.0007,0.0034,-0.0158,127.15,Technology,Software,48,,290 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:55,MSTR,BID,300,put,2025-12-19,1d,$162.98,$136.40 - $137.65,$136.85,"1,650",$22.6M,"1,650",326,5.06,100%,"-159,211",419.26,-0.9649,-0.9781,0.0015,0.0093,-0.0162,137.65,Technology,Software,48,,300 put 2025-12-19
MSTR_12.18_165call2026-01-30.txt,2025-12-18,03:32:55,MSTR,ASK,330,put,2025-12-19,1d,$162.98,$165.75 - $168.00,$167.20,"1,250",$20.9M,"1,251",257,4.87,100%,"-123,495",396.66,-0.988,-0.3737,0.0007,0.0038,-0.018,167.20,Technology,Software,48,,330 put 2025-12-19
