source_file,date,time,ticker,side,strike,option_type,expiry,dte,price,bid_ask_range,spot,size,premium,volume,oi,vol_oi,chain_bid_ask,share_eqv,iv_pct,delta,theta,gamma,vega,rho,theo,sector,industry,earnings,rule,contract
DJT_12.15_11call2026-01-16.txt,2025-12-15,23:50:03,DJT,ASK,11,call,2026-01-16,32d,$10.47,$0.55 - $0.56,$0.56,"2,142",$120K,"2,518","1,268",1.99,89%,"92,469",63.03,0.4317,-0.012,0.2012,0.0122,0.0035,0.56,Communication Services,Internet Content & Information,,Repeated Hits,11 call 2026-01-16
DJT_12.15_11call2026-01-16.txt,2025-12-11,23:10:51,DJT,ASK,12,put,2026-03-20,95d,$11.04,$2.00 - $2.07,$2.07,150,$31K,150,117,1.28,100%,"-7,963",64.88,-0.5309,-0.0074,0.1067,0.0229,-0.0215,2.07,Communication Services,Internet Content & Information,,,12 put 2026-03-20
